index,petition_id,there,should,people,their,government,children,would,being,which,public,years,british,referendum,health,these,other,change,allow,after,child
70,6bc7c091-c495-45e7-bfdb-5b1dfcd14c1d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71,a77f2760-e22d-44ae-a0f6-d535ee3722fa,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
72,c2c1cdb0-0e1e-466b-8640-4e57cfe4bbfe,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,ee324b32-00ff-4bcf-b1b8-43a3c5a4aaea,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
74,97ccdd38-014c-4fa9-94dd-011f1896770a,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
75,440ddea6-9c97-4fa9-a02d-40ef5638b3d2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
76,2913fbe0-1df8-460e-9a9b-b040946aa058,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
77,b4a59cfa-36bd-4a5d-a770-f775561d9d7f,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,00a2a152-3c84-4861-bc40-37b9e5cb84a0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
79,13623643-af30-42e4-9d98-cf7cd81886a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
80,23ec6e5f-9583-44f2-a75b-e494b17bd14d,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,4fe6f290-df25-4f3d-8c6b-b2431a6a5eb9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,b7cd1bfd-8e74-4c1e-b4f8-ed72d31353d3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4604004c-b1af-479f-bb5e-bb5e1b00c065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,73f986f7-1951-40f8-88e0-bc3a3f766133,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,5a029d9c-517f-46cd-8d17-44d845ce811b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,386328f5-55ad-4a43-be3c-5c271642f75d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,f9f02d11-5ac7-4c60-ad2a-0b41fb490b07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,9d88e50f-1a8b-49ca-9b54-20710b88a36c,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,873429bf-5cca-4d0c-8d8b-ae034fde72f1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,af72fa7c-740b-4f73-bce2-10429a490c37,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
91,953ce027-f671-4ed8-8ac8-e3dd33993404,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,a9cc57fd-5ece-49f5-9379-8496f44c8afd,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
93,5cd6f243-7321-4623-95d4-0ee3b56adcbd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,b062ea4b-18f1-4175-9150-3069c4310612,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,c00ddd8b-a6a3-4ed1-bbdb-6292dc8e0796,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
96,c8aa2eb3-0e89-419d-b739-b90c825d1e34,0,0,1,0,0,0,0,1,0,4,0,0,0,5,0,0,0,0,0,0
97,94770207-27c2-4293-8d85-bc0f78baab4f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
98,56b96022-0e8e-4ac7-9455-d18b8014dc74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,048554db-c35c-4851-93d5-76e73625b8c1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,f57d1b74-b7bd-46d3-a5be-6b34cd31c747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,1257ecf5-4868-4c36-bfb3-e9d953bd19a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,15e39e84-2424-42b9-b862-f5d9ca69d556,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,36695ccf-7d18-4bac-8a53-3841f009bd91,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,26bf128e-d69d-48f1-96b2-2423bec2b172,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
105,b437c04f-3527-4707-a4a5-d327b4374ad3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7f367ff3-1310-410b-a910-4dc33b88eec7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,87228fc3-6cfc-43a5-aa76-a32094344692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0838d72b-6969-4b3f-8b35-f426993370a4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,6f207d9d-213f-46f0-a60d-6dea6397d0d0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
110,c90be2d7-92ad-4321-999f-60c14e2c40c1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
111,db70f9b0-5197-4e71-b6a4-b658716586a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8f109f16-f11e-4af1-bdce-693d73cc2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,6fab3549-f07d-4686-860e-a19baed5f1d9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
114,af5c31e8-ebc5-473b-b273-2d32f6208005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,bfe26028-31cb-414d-8c12-3c84a3642703,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
116,3f24db24-9d70-45f1-815d-a8fe3b0ca3e8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
117,8dbb311b-7b84-4bf5-935c-455dd84a9b2a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,4100f406-ae06-46dd-955c-2f25a934cf73,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,6665ca9d-8483-4532-8a75-461a37a00f57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4831a742-01a5-4337-b9f7-a6843c366406,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
121,31380aaf-4f6a-47f3-952a-ed336d096609,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
122,7b6e0010-19c7-4633-afc0-09eabfd16280,2,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
123,95dc8fa9-8b7b-45c9-aeb7-5baa63ba10e6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,9e3aa60b-c07c-4e66-acae-91cc182259b5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,423b24db-c542-4da1-b51d-dac224af3179,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
126,728cd2c1-ba2d-4fa0-aa15-1f5c32a2442c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,43507c76-40f7-4ee6-abcc-fb7cbe18021e,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2a93b88b-3d25-4cc5-bc6d-d80e0c03e41c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3369b805-9fc4-4930-970d-f2b42f84ad63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,a23cb67a-a60a-4ac1-8d0f-cf7a88548c40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
131,0ee18534-4703-47b6-bd49-7332cb7b9f5d,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,42b14012-dee2-4252-9b19-08b5d937fbde,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
133,44acc6c6-62f0-4f39-bcc5-ee7b4ca1b0df,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
134,912bb32a-cb9a-45ac-b23e-ae792af6fa6b,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,dea45e2e-264a-4e83-b6b9-a286ac985940,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,74076cfc-cde5-4dee-bc4d-c1ba2d408c50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,c2cae46b-57fa-4af1-adb1-39b07dd8f6ce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,f667b2fd-5e59-4b9c-b324-214ef78a96fa,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
139,42e988c9-0a16-4cf4-ba67-6e8b527054c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2c5ccc29-c276-4295-8d4b-616c94123799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3af94196-8e81-4912-b73e-02249fde1ca1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,650d50b2-ed96-47bb-ac08-10530c7e0613,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
143,2fc79edc-5622-47ba-a8a9-dae585c49f17,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,3bfef310-151c-41bf-8cbd-1619dca0372d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,b90913a7-81da-4662-89fa-2bcd22cfa34c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,d5d3f45d-4ea1-4cb4-8ead-5df665726c61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,9dfb665c-6449-4989-bcd1-0af0cca39b38,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,4c0fa506-b4f6-4d07-9c4e-8d19d4090a9b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
149,42fc8807-acc9-40d2-a5a7-83e7af2ce94b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
150,e700c02a-70cf-445e-b0be-427aed844641,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,99a17593-2e4d-4194-bf33-01f3a6e2494d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,60a6dace-4f3f-4217-a0a8-8faad2de493b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,2f2f61cd-3422-46cf-8979-116fc2d84618,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1904bb2e-4f2c-4dcf-a874-3ef2c891987d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,919af0d3-63b4-4d44-8578-f0381bcd1416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,2b1d0ea4-a336-492f-8633-d62b1704f1f6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
157,311ff5c9-5684-46f8-8479-f60cc597ef89,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0dd611cf-8ee1-4ac9-8d1c-4dcbe18051d7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
159,5c7f3d1b-2f2a-4c6e-85b9-e854816380ae,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
160,764d4f4a-35ae-4096-a4ba-5e4c5ee5e313,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
161,de5cc3a2-db10-4a07-adf8-87220c4d390a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,8bba10fc-d755-47b0-ab82-9b5ddce71b6e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,ce4305fb-8cab-4756-a431-bb94cb6fed29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,239600c0-d188-44b3-839b-e84495043aba,1,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
165,e511a9b7-4f0f-4174-876d-9800e1ce9351,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
166,7d8b4985-71c2-4bc1-bae4-1d84fb731622,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,c6845e64-7996-4ad6-9c0a-fd544ca92e54,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,81365a12-92e8-4239-a3ad-1e683f9daac2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,5dff77d3-5815-499d-ae38-a258c991456a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,c63294be-a8cb-4a30-991e-07ce87df6972,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
171,bdd5c719-2286-4069-9d84-b1da70188065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,fe02ab96-b0c2-4501-a1ac-3175265456ee,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0ae30a57-ead0-46e1-acee-ac06375fb217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,75a2d42a-ac84-47ac-b05a-53fa01f395a9,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
175,527f9291-3e96-484a-a40d-5480eaecb9e4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
176,a82b6c08-b29a-45a3-b051-3685bfb035f9,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
177,d152047c-7a5f-4989-ba81-8fe505db8dbd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,febf9d56-08e3-4cc6-82e3-c634a496f76a,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,af4ad19f-9f48-4bdb-8f83-7031d71c9dda,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
180,5b623564-ec73-441a-bf11-927e10620dae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,4c03f3dc-689e-4564-89bc-bf889b3efee5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,9d5414cc-9d79-4cf6-b57a-d47a84ebde72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,acd160e2-97ed-4c70-9c86-e1a058a994bb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,957925f2-7cce-4437-b152-956e79db599f,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,2a54ba94-feab-403e-945e-25cb4e54cb0a,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
186,8fce7a7b-e0f1-418b-be30-92a35315265a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,5da46d4f-f3c2-4d7c-9717-f43af3154e1e,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
188,3d025f44-8a91-4542-86a2-27d75ec8c491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,109062c7-ea22-40dc-bb26-da7b48fe6d00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
190,95fb8f16-b41c-43ad-9f9a-589d89b29097,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
191,a3c37dcf-b214-4808-b007-df8aa8c8c5b7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,649dc815-db69-4f17-9e38-e26f8df8adf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
193,6a8532f8-9acb-4572-a124-7cde16f6cbbe,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
194,4b94eadb-f523-4239-a0fb-deed40c5fdbf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,20702c1a-5a97-440b-8fd9-39a730b7561a,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,bf9e2f7c-df82-4346-a44c-a9f62dd61fcc,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,b4060f4b-450e-43c6-bdf5-fe07612d6b2a,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
198,ae988d48-5b7d-4514-9ea3-6ababaa09528,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,5dbdca3b-0345-43ed-9a44-7407f5771208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
